,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
222,2008-06-08,86,64,75,9,68,70,0,10,417,1925,"{'RA', 'SQ', 'BR', 'TS'}",1.27,29.14,29.8,5.35,18,11.85
223,2008-06-09,74,65,70,4,64,66,0,5,416,1925,"{'BR', 'RA', 'DZ'}",0.18,29.14,29.81,6.4,22,8.25
224,2008-06-10,79,59,69,2,56,62,0,4,416,1926,{'RA'},0.01,29.22,29.88,9.05,25,10.0
225,2008-06-11,86,63,75,8,55,64,0,10,416,1926,set(),0.0,29.31,29.98,9.15,18,10.2
226,2008-06-12,91,73,82,14,63,69,0,17,416,1927,set(),0.0,29.23,29.9,15.45,18,15.7
227,2008-06-13,82,65,74,6,62,66,0,9,416,1927,"{'RA', 'BR', 'TS'}",0.29,29.24,29.92,9.25,22,10.35
228,2008-06-14,84,60,72,4,52,61,0,7,416,1928,set(),0.0,29.26,29.93,8.5,24,9.05
229,2008-06-15,81,60,71,3,60,64,0,6,416,1928,"{'BR', 'TS', 'RA'}",0.24,29.19,29.84,8.25,24,9.75
230,2008-06-16,73,59,66,-2,49,57,0,1,416,1929,set(),0.0,29.22,29.9,10.75,31,11.35
231,2008-06-17,76,55,66,-3,46,55,0,1,416,1929,set(),0.0,29.29,29.96,10.45,30,11.0
232,2008-06-18,76,57,67,-3,48,56,0,2,416,1929,set(),0.0,29.24,29.92,4.9,4,7.4
233,2008-06-19,80,53,67,-2,46,56,0,2,416,1930,set(),0.0,29.24,29.92,1.65,19,5.25
234,2008-06-20,82,59,71,1,52,59,0,6,416,1930,"{'TS', 'RA'}",0.06,29.28,29.96,6.6,22,7.55
235,2008-06-21,82,61,72,2,52,61,0,7,416,1930,{'RA'},0.01,29.26,29.94,6.35,29,7.35
236,2008-06-22,81,59,70,0,52,59,0,5,417,1931,"{'TS', 'RA'}",0.09,29.2,29.88,2.2,32,4.75
237,2008-06-23,76,56,67,-3,54,59,0,2,417,1931,set(),0.0,29.35,30.04,3.85,3,6.4
238,2008-06-24,82,56,69,-1,52,60,0,4,417,1931,set(),0.0,29.46,30.14,4.7,18,5.6
239,2008-06-25,79,66,73,2,64,67,0,8,417,1931,"{'BR', 'RA'}",0.1,29.31,29.98,7.75,21,8.9
240,2008-06-26,86,70,78,7,66,70,0,13,418,1931,{'BR'},0.0,29.18,29.85,6.55,25,7.55
241,2008-06-27,84,67,76,5,67,70,0,11,418,1931,{'RA'},0.01,29.08,29.75,7.5,21,8.25
242,2008-06-28,83,65,74,3,55,63,0,9,419,1931,"{'TS', 'RA', 'HZ'}",0.02,29.02,29.68,12.7,25,13.85
243,2008-06-29,76,60,68,-2,58,61,0,3,419,1931,"{'BR', 'RA'}",0.4,29.1,29.76,7.6,30,9.9
244,2008-06-30,80,59,70,-2,49,58,0,5,419,1931,set(),0.0,29.31,29.97,5.75,34,9.35
245,2008-07-01,83,57,71,-1,50,60,0,6,420,1931,set(),0.0,29.27,29.96,8.15,23,8.15
246,2008-07-02,88,63,75,3,62,66,0,10,420,1931,"{'BR', 'TS', 'RA'}",0.16,29.12,29.78,8.05,23,12.45
247,2008-07-03,71,57,64,-8,51,57,1,0,421,1931,set(),0.01,29.36,30.02,12.45,3,12.75
248,2008-07-04,75,55,65,-6,50,57,0,1,422,1930,set(),0.0,29.38,30.06,6.25,5,7.05
249,2008-07-05,79,55,67,-4,52,59,0,2,422,1930,set(),0.0,29.34,30.02,4.65,8,6.35
250,2008-07-06,87,61,74,2,57,65,0,9,423,1930,set(),0.0,29.24,29.93,8.8,19,9.15
251,2008-07-07,87,72,80,8,67,71,0,15,423,1930,"{'TS', 'RA'}",0.07,29.18,29.86,10.85,21,11.65
252,2008-07-08,85,58,72,-1,67,71,0,6,424,1929,"{'TS', 'RA'}",0.16,29.13,29.8,7.6,25,8.7
253,2008-07-09,85,67,76,3,55,63,0,11,425,1929,set(),0.0,29.28,29.94,8.8,31,9.7
254,2008-07-10,83,64,73,0,62,66,0,8,425,1929,"{'RA', 'BR', 'TS'}",0.57,29.3,29.98,8.3,23,8.9
255,2008-07-11,88,64,76,3,65,69,0,11,426,1928,"{'RA', 'BR', 'TS'}",0.18,29.26,29.96,4.45,19,7.95
256,2008-07-12,82,65,74,1,63,66,0,9,427,1928,"{'RA', 'BR', 'TS'}",0.69,29.22,29.88,8.05,26,10.65
257,2008-07-13,79,61,70,-2,53,61,0,5,428,1927,set(),0.0,29.15,29.84,12.85,27,13.1
258,2008-07-14,84,62,73,0,54,62,0,8,428,1927,set(),0.0,29.25,29.91,3.2,29,7.45
259,2008-07-15,90,64,77,3,62,68,0,12,429,1926,set(),0.0,29.33,29.99,7.3,22,7.85
260,2008-07-16,90,72,81,7,66,70,0,16,430,1925,set(),0.0,29.42,30.08,5.1,22,7.3
261,2008-07-17,89,72,81,7,66,71,0,16,431,1925,set(),0.0,29.36,30.04,8.75,22,9.15
262,2008-07-18,88,73,81,7,67,71,0,16,432,1924,{'RA'},0.02,29.27,29.94,4.7,22,6.8
263,2008-07-19,79,68,74,0,69,70,0,9,433,1923,"{'RA', 'VC', 'BR', 'TS'}",1.42,29.22,29.9,1.55,28,5.85
264,2008-07-20,86,68,77,3,68,71,0,12,433,1923,"{'TS', 'RA'}",0.58,29.22,29.9,5.3,26,6.35
265,2008-07-21,83,69,76,2,65,68,0,11,434,1922,"{'RA', 'VC', 'TS'}",0.13,29.24,29.91,2.85,2,7.7
266,2008-07-22,76,64,70,-3,60,64,0,5,435,1921,{'RA'},0.03,29.34,29.99,8.4,3,9.0
267,2008-07-23,81,60,71,-3,52,60,0,6,436,1920,set(),0.0,29.42,30.09,7.95,19,8.9
268,2008-07-24,82,59,71,-3,52,61,0,6,437,1919,set(),0.0,29.36,30.04,4.1,24,4.55
269,2008-07-25,83,63,73,0,63,67,0,8,438,1918,set(),0.0,29.3,29.98,6.15,22,7.25
270,2008-07-26,84,66,75,1,58,65,0,10,439,1918,{'BR'},0.0,29.25,29.93,7.7,30,8.4
271,2008-07-27,83,62,73,-1,58,64,0,8,440,1917,set(),0.0,29.19,29.88,5.9,24,6.75
272,2008-07-28,84,68,76,2,63,67,0,11,441,1916,set(),0.0,29.18,29.86,4.2,8,6.25
273,2008-07-29,88,67,78,4,67,70,0,13,442,1915,"{'RA', 'BR', 'TS'}",0.14,29.18,29.84,6.15,20,7.9
274,2008-07-30,89,72,81,7,66,70,0,16,443,1914,set(),0.0,29.07,29.74,8.3,27,9.15
275,2008-07-31,89,71,80,6,68,71,0,15,444,1913,"{'BR', 'RA'}",0.32,29.08,29.75,5.25,27,6.35
276,2008-08-01,89,70,80,7,68,72,0,15,445,1911,{'RA'},0.52,29.12,29.78,2.5,18,4.65
277,2008-08-02,80,66,73,0,59,65,0,8,446,1910,set(),0.0,29.26,29.92,8.5,3,9.2
278,2008-08-03,84,62,73,0,61,66,0,8,447,1909,set(),0.0,29.27,29.95,5.25,18,6.25
279,2008-08-04,87,69,79,6,68,70,0,14,448,1908,"{'VC', 'HZ', 'RA', 'BR', 'TS'}",1.51,29.21,29.9,3.0,18,9.05
280,2008-08-05,87,70,79,6,68,71,0,14,449,1907,"{'BR', 'HZ'}",0.04,29.27,29.92,4.55,31,6.85
281,2008-08-06,84,67,76,3,60,66,0,11,450,1906,set(),0.0,29.32,29.99,6.1,29,7.5
282,2008-08-07,81,63,72,0,56,63,0,7,451,1904,set(),0.0,29.28,29.97,7.45,34,9.25
283,2008-08-08,78,63,71,-2,54,61,0,6,452,1903,set(),0.0,29.32,30.0,4.0,1,7.05
284,2008-08-09,79,61,70,-2,58,62,0,5,453,1902,{'RA'},0.01,29.22,29.92,3.2,29,9.3
285,2008-08-10,74,59,67,-6,52,58,0,2,454,1900,set(),0.0,29.34,30.01,9.3,2,9.45
286,2008-08-11,76,59,68,-5,57,61,0,3,455,1859,set(),0.0,29.33,30.02,3.7,5,6.2
287,2008-08-12,77,61,69,-3,57,62,0,4,456,1858,set(),0.0,29.2,29.9,3.3,10,3.9
288,2008-08-13,78,66,72,0,59,63,0,7,457,1856,{'RA'},0.03,29.14,29.83,3.05,7,4.9
289,2008-08-14,78,64,71,0,60,64,0,6,458,1855,"{'BR', 'HZ'}",0.0,29.26,29.92,7.5,3,8.15
290,2008-08-15,78,61,70,-2,54,61,0,5,459,1854,set(),0.0,29.46,30.12,7.2,3,8.5
291,2008-08-16,82,58,71,-1,53,61,0,6,500,1852,set(),0.0,29.43,30.12,5.6,29,6.45
292,2008-08-17,84,63,74,2,59,65,0,9,501,1851,set(),0.0,29.31,30.01,8.2,25,8.4
293,2008-08-18,85,65,75,3,57,64,0,10,502,1849,set(),0.0,29.3,29.98,6.9,26,7.2
294,2008-08-19,83,64,74,3,64,67,0,9,503,1848,set(),0.0,29.4,30.06,5.4,4,6.35
295,2008-08-20,81,66,73,2,59,65,0,8,504,1846,set(),0.0,29.43,30.11,6.65,9,7.55
296,2008-08-21,82,68,75,4,60,66,0,10,505,1845,{'RA'},0.01,29.34,30.02,6.5,14,8.05
297,2008-08-22,83,73,79,8,68,71,0,14,506,1843,"{'RA', 'BR', 'TS', 'HZ'}",0.05,29.36,30.02,11.9,19,12.15
298,2008-08-23,88,68,79,8,67,70,0,14,508,1842,"{'BR', 'TS', 'VC'}",0.0,29.34,30.01,7.95,24,9.5
299,2008-08-24,77,64,71,0,57,62,0,6,509,1840,set(),0.0,29.36,30.04,8.2,3,9.85
300,2008-08-25,74,65,69,0,55,60,0,4,510,1839,set(),0.0,29.38,30.07,11.9,5,12.25
301,2008-08-26,75,61,68,-1,54,60,0,3,511,1837,set(),0.0,29.32,30.02,7.8,7,8.95
302,2008-08-27,82,60,71,1,56,63,0,6,512,1835,set(),0.0,29.22,29.92,4.4,8,5.3
303,2008-08-28,80,65,73,3,64,67,0,8,513,1834,"{'BR', 'RA'}",0.04,29.12,29.81,5.7,19,6.6
304,2008-08-29,84,65,75,5,59,65,0,10,514,1832,"{'BR', 'RA', 'HZ'}",0.02,29.26,29.92,3.55,18,6.3
305,2008-08-30,87,58,73,3,55,63,0,8,515,1831,set(),0.0,29.42,30.08,2.3,23,3.5
306,2008-08-31,89,62,76,7,56,64,0,11,516,1829,set(),0.0,29.44,30.12,4.8,12,5.3
307,2008-09-01,89,64,77,9,54,63,0,12,517,1827,set(),0.0,29.4,30.08,7.35,13,7.8
308,2008-09-02,94,66,81,13,61,68,0,16,518,1826,"{'TS', 'RA'}",0.0,29.34,30.01,3.0,19,4.45
309,2008-09-03,77,67,72,4,61,64,0,7,519,1824,"{'TS', 'RA'}",0.01,29.32,30.0,10.5,1,11.25
310,2008-09-04,67,62,65,-3,62,63,0,0,520,1822,"{'BR', 'RA'}",2.79,29.1,29.81,11.4,3,12.3
311,2008-09-05,69,57,63,-3,57,59,1,0,521,1821,"{'BR', 'RA'}",0.0,29.25,29.92,5.1,33,5.8
312,2008-09-06,74,54,64,-2,54,58,0,0,522,1819,"{'BR', 'RA'}",0.01,29.31,29.98,5.0,27,5.4
313,2008-09-07,74,56,65,-1,51,57,0,0,523,1817,set(),0.0,29.38,30.06,6.7,26,7.0
314,2008-09-08,68,52,61,-5,53,55,4,0,524,1815,"{'BR', 'RA'}",1.12,29.43,30.1,4.75,33,6.55
315,2008-09-09,68,49,59,-7,45,52,6,0,525,1814,set(),0.0,29.48,30.17,3.5,36,6.15
316,2008-09-10,72,49,60,-5,47,54,4,0,526,1812,set(),0.0,29.5,30.2,4.15,14,5.0
317,2008-09-11,79,56,67,2,57,61,0,2,527,1810,"{'BR', 'RA'}",0.0,29.36,30.08,8.75,18,9.6
318,2008-09-12,73,69,71,6,67,68,0,6,528,1809,"{'RA', 'DZ', 'BR'}",0.5,29.25,29.96,6.3,22,6.95
319,2008-09-13,76,68,72,7,70,71,0,7,529,1807,"{'BR', 'RA'}",4.85,29.0,29.7,6.8,21,9.4
320,2008-09-14,72,58,65,1,61,62,0,0,530,1805,"{'BR', 'RA'}",1.6,28.99,29.66,7.45,31,10.0
321,2008-09-15,64,54,59,-5,52,55,6,0,531,1803,set(),0.01,29.44,30.1,5.8,33,6.2
322,2008-09-16,71,49,60,-3,50,55,4,0,532,1760,set(),0.0,29.49,30.18,5.3,23,6.0
323,2008-09-17,82,57,70,6,56,60,0,5,533,1758,set(),0.0,29.49,30.18,2.15,28,7.55
324,2008-09-18,74,59,66,2,55,60,0,1,535,1756,set(),0.0,29.59,30.28,6.65,9,7.55
325,2008-09-19,78,56,67,4,53,59,0,2,536,1755,set(),0.0,29.49,30.2,5.95,18,6.4
326,2008-09-20,82,57,70,8,56,61,0,5,537,1753,{'HZ'},0.0,29.48,30.16,2.0,14,3.0
327,2008-09-21,80,59,69,7,61,64,0,4,538,1751,"{'BR', 'HZ', 'FG+'}",0.0,29.58,30.25,3.4,7,3.9
328,2008-09-22,81,62,72,10,59,64,0,7,539,1749,"{'BR', 'HZ'}",0.0,29.62,30.3,6.8,11,7.65
329,2008-09-23,82,61,72,11,56,62,0,7,540,1748,set(),0.0,29.59,30.28,6.8,15,7.65
330,2008-09-24,82,59,71,10,58,63,0,6,541,1746,"{'BR', 'TS', 'RA', 'HZ'}",0.1,29.57,30.26,2.65,22,4.75
331,2008-09-25,77,64,71,10,61,64,0,6,542,1744,"{'BR', 'HZ'}",0.0,29.56,30.26,6.15,4,6.75
332,2008-09-26,78,59,69,9,54,60,0,4,543,1742,{'BR'},0.0,29.44,30.15,3.25,6,4.45
333,2008-09-27,80,54,67,7,54,60,0,2,544,1741,"{'BR', 'HZ'}",0.0,29.36,30.05,1.3,5,2.9
334,2008-09-28,68,58,64,5,57,60,1,0,545,1739,set(),0.0,29.44,30.12,7.25,4,7.6
335,2008-09-29,64,55,60,1,56,58,5,0,546,1737,"{'RA', 'BR', 'HZ'}",0.46,29.28,29.99,2.55,33,4.6
336,2008-09-30,60,48,54,-4,44,49,10,0,547,1735,set(),0.0,29.24,29.94,10.35,31,10.5
337,2008-10-01,61,46,54,-4,40,47,11,0,548,1734,set(),0.0,29.27,29.96,11.05,33,11.05
338,2008-10-02,61,42,52,-5,40,47,12,0,549,1732,set(),0.0,29.21,29.92,9.1,28,9.65
339,2008-10-03,59,46,53,-4,42,48,12,0,550,1730,{'RA'},0.01,29.37,30.04,6.25,4,8.0
340,2008-10-04,60,40,50,-6,38,45,14,0,552,1729,set(),0.0,29.54,30.23,3.15,11,4.35
341,2008-10-05,61,43,52,-4,42,48,12,0,553,1727,{'RA'},0.04,29.54,30.24,6.05,11,6.9
342,2008-10-06,69,55,62,6,46,54,2,0,554,1725,set(),0.0,29.52,30.23,9.7,11,9.9
343,2008-10-07,64,56,60,4,52,56,4,0,555,1724,"{'RA', 'DZ', 'BR'}",0.83,29.28,30.01,9.9,13,11.1
344,2008-10-08,63,51,57,1,51,54,7,0,556,1722,"{'BR', 'RA'}",0.24,29.16,29.86,7.45,26,8.2
345,2008-10-09,69,47,58,3,38,49,6,0,557,1720,set(),0.0,29.38,30.05,4.7,29,5.3
346,2008-10-10,72,44,58,3,41,50,6,0,558,1719,set(),0.0,29.49,30.18,5.05,11,6.4
347,2008-10-11,79,53,66,12,50,57,0,1,559,1717,set(),0.0,29.55,30.24,4.05,14,5.0
348,2008-10-12,85,59,72,18,55,61,0,7,600,1715,{'BR'},0.0,29.58,30.26,5.05,15,5.7
349,2008-10-13,78,62,70,17,57,63,0,5,602,1714,set(),0.0,29.5,30.2,8.0,20,8.4
350,2008-10-14,69,54,62,9,43,51,3,0,603,1712,{'RA'},0.01,29.52,30.22,1.75,32,7.0
351,2008-10-15,63,48,56,3,50,53,9,0,604,1711,"{'BR', 'RA'}",0.27,29.36,30.06,3.9,32,6.55
352,2008-10-16,59,43,51,0,38,44,13,0,605,1709,set(),0.0,29.54,30.24,6.4,35,7.75
353,2008-10-17,56,43,50,-2,39,45,15,0,606,1707,set(),0.0,29.56,30.26,6.0,36,7.2
354,2008-10-18,60,44,52,1,40,46,12,0,607,1706,"{'BR', 'RA'}",0.1,29.62,30.32,2.25,7,5.7
355,2008-10-19,62,42,52,1,37,45,13,0,608,1704,set(),0.0,29.53,30.24,11.3,19,11.65
356,2008-10-20,55,43,49,0,42,46,15,0,610,1703,"{'BR', 'RA'}",0.24,29.51,30.21,3.6,31,7.5
357,2008-10-21,55,38,47,-3,36,42,18,0,611,1701,set(),0.0,29.67,30.37,6.9,2,8.95
358,2008-10-22,53,37,45,-4,29,40,19,0,612,1660,set(),0.0,29.68,30.4,12.05,12,12.85
359,2008-10-23,59,40,50,1,35,43,15,0,613,1658,{'RA'},0.12,29.53,30.27,11.05,12,11.3
360,2008-10-24,55,44,50,1,44,47,15,0,614,1657,"{'RA', 'BR', 'TS'}",0.48,29.22,29.96,5.45,19,6.5
361,2008-10-25,53,43,48,0,40,44,17,0,616,1656,"{'BR', 'RA', 'DZ'}",0.01,29.06,29.78,12.35,22,12.75
362,2008-10-26,56,36,46,-1,33,41,18,0,617,1654,"{'RA', 'SN'}",0.01,29.14,29.8,17.35,27,18.1
363,2008-10-27,47,33,40,-7,27,35,24,0,618,1653,"{'RA', 'SN'}",0.01,29.54,30.2,13.55,31,14.15
364,2008-10-28,45,31,38,-8,23,33,26,0,619,1651,set(),0.0,29.57,30.3,10.2,30,10.6
365,2008-10-29,51,32,42,-5,24,34,23,0,620,1650,set(),0.0,29.5,30.22,2.7,30,6.15
366,2008-10-30,62,32,48,2,31,41,17,0,622,1649,set(),0.0,29.61,30.32,9.9,19,9.9
367,2008-10-31,70,48,59,13,46,51,5,0,623,1647,{'HZ'},0.0,29.6,30.3,5.85,22,7.65
368,2009-05-01,61,47,54,1,41,47,11,0,448,1849,{'RA'},0.03,29.3,29.98,8.25,29,8.55
369,2009-05-02,65,44,55,1,33,45,10,0,447,1850,set(),0.0,29.24,29.94,9.0,26,9.35
370,2009-05-03,70,44,57,3,34,47,7,0,446,1851,set(),0.0,29.22,29.92,4.3,26,4.85
371,2009-05-04,70,46,58,4,35,47,6,0,444,1852,set(),0.0,29.34,30.02,6.8,9,8.0
372,2009-05-05,70,51,61,6,40,50,4,0,443,1853,set(),0.0,29.25,29.95,5.3,12,5.95
373,2009-05-06,75,53,64,9,51,55,1,0,442,1855,"{'BR', 'RA'}",0.76,29.09,29.8,6.35,19,7.65
374,2009-05-07,77,56,67,12,52,57,0,2,441,1856,"{'RA', 'BR', 'HZ'}",0.11,29.04,29.74,8.35,24,9.75
375,2009-05-08,75,55,65,9,54,58,0,0,439,1857,"{'BR', 'TS', 'RA', 'HZ'}",0.02,28.97,29.68,4.65,20,6.05
376,2009-05-09,63,45,55,-1,44,48,10,0,438,1858,set(),0.0,29.22,29.87,5.75,28,11.55
377,2009-05-10,67,41,54,-1,39,46,10,0,437,1859,{'RA'},0.01,29.44,30.11,4.9,30,8.7
378,2009-05-11,61,39,50,-6,34,44,14,0,436,1860,set(),0.0,29.5,30.2,1.4,7,4.55
379,2009-05-12,71,41,56,0,33,47,8,0,435,1901,set(),0.0,29.41,30.13,9.2,16,9.55
380,2009-05-13,70,53,62,4,57,59,2,0,434,1902,"{'RA', 'DZ', 'BR', 'TS'}",0.79,29.04,29.76,13.65,18,15.6
381,2009-05-14,68,54,61,3,44,52,3,0,433,1903,set(),0.0,29.34,30.0,10.8,27,11.0
382,2009-05-15,62,53,58,0,51,54,7,0,432,1904,"{'RA', 'BR', 'TS'}",0.54,29.31,29.99,5.2,15,7.3
383,2009-05-16,62,46,54,-4,40,49,10,0,431,1905,"{'BR', 'DZ'}",0.02,29.38,30.05,11.0,29,12.45
384,2009-05-17,61,40,50,-8,27,42,14,0,430,1906,set(),0.0,29.64,30.32,1.75,21,6.35
385,2009-05-18,66,42,54,-5,31,45,10,0,429,1907,set(),0.01,29.58,30.3,9.45,19,9.7
386,2009-05-19,80,53,66,6,43,54,0,1,428,1908,set(),0.0,29.52,30.22,12.9,21,13.1
387,2009-05-20,84,61,73,12,43,57,0,8,427,1909,set(),0.0,29.44,30.13,13.15,20,13.35
388,2009-05-21,84,60,72,11,48,59,0,7,426,1910,set(),0.0,29.41,30.09,7.95,24,11.85
389,2009-05-22,69,54,62,1,46,53,3,0,425,1911,set(),0.0,29.48,30.17,10.2,3,10.65
390,2009-05-23,79,52,66,5,50,57,0,1,425,1912,set(),0.0,29.36,30.06,4.5,7,5.6
391,2009-05-24,70,55,63,1,46,53,2,0,424,1913,set(),0.0,29.36,30.06,10.55,3,10.9
392,2009-05-25,65,55,60,-1,44,52,4,0,423,1914,"{'RA', 'DZ'}",0.06,29.3,30.01,9.5,6,10.15
393,2009-05-26,75,54,65,3,52,56,0,0,422,1915,"{'RA', 'BR', 'TS'}",1.56,29.1,29.82,6.6,5,7.3
394,2009-05-27,74,56,65,3,59,61,0,1,422,1916,"{'DZ', 'BR', 'HZ'}",0.02,28.98,29.68,5.2,24,7.75
395,2009-05-28,63,54,59,-4,51,54,6,0,421,1916,set(),0.0,29.08,29.76,6.8,29,8.2
396,2009-05-29,75,52,64,0,49,55,1,0,421,1917,set(),0.0,29.2,29.88,2.35,31,6.85
397,2009-05-30,79,51,65,1,46,54,0,0,420,1918,{'RA'},0.01,29.12,29.8,2.35,28,6.7
398,2009-05-31,72,47,60,-4,42,51,5,0,420,1919,set(),0.0,29.24,29.94,2.8,9,5.45
399,2009-06-01,79,51,65,1,53,57,0,0,419,1920,"{'TS', 'RA'}",0.64,29.22,29.88,1.1,34,10.55
400,2009-06-02,60,49,55,-9,46,50,10,0,419,1920,"{'BR', 'RA'}",0.09,29.39,30.08,7.85,3,8.6
401,2009-06-03,61,45,53,-11,39,47,12,0,418,1921,set(),0.0,29.44,30.14,10.75,3,11.05
402,2009-06-04,68,44,56,-7,37,48,8,0,418,1922,set(),0.0,29.34,30.05,4.95,4,6.15
403,2009-06-05,79,45,63,-2,43,54,2,0,417,1923,set(),0.0,29.2,29.91,6.05,25,6.95
404,2009-06-06,64,53,59,-7,46,51,6,0,417,1923,{'RA'},0.02,29.23,29.92,5.45,4,7.45
405,2009-06-07,73,54,64,-2,53,58,1,0,417,1924,"{'BR', 'RA'}",0.02,29.18,29.86,2.1,9,7.3
406,2009-06-08,81,53,67,1,60,64,0,2,417,1925,"{'RA', 'BR', 'TS', 'HZ'}",0.38,29.08,29.76,6.15,24,9.6
407,2009-06-09,67,55,61,-4,53,56,3,0,416,1925,"{'DZ', 'BR', 'HZ'}",0.01,29.26,29.94,5.2,7,7.1
408,2009-06-10,67,54,61,-6,49,54,4,0,416,1926,{'RA'},0.02,29.18,29.88,8.25,4,8.95
409,2009-06-11,62,53,58,-9,52,54,7,0,416,1926,"{'RA', 'BR', 'HZ'}",0.57,29.14,29.82,9.5,2,9.65
410,2009-06-12,73,49,61,-6,49,55,3,0,416,1927,{'RA'},0.01,29.27,29.95,4.7,6,6.25
411,2009-06-13,67,55,61,-7,51,55,4,0,416,1927,"{'BR', 'RA'}",0.32,29.31,29.99,6.55,4,7.15
412,2009-06-14,76,52,64,-3,49,57,0,0,416,1928,set(),0.0,29.32,30.01,4.8,4,5.25
413,2009-06-15,81,55,68,0,49,58,0,3,416,1928,{'HZ'},0.0,29.31,30.0,6.45,9,7.05
414,2009-06-16,71,61,66,-2,56,60,0,1,416,1929,"{'BR', 'RA'}",1.15,29.18,29.88,10.75,10,11.25
415,2009-06-17,72,62,67,-2,59,62,0,2,416,1929,"{'BR', 'HZ'}",0.0,29.18,29.88,2.8,35,6.45
416,2009-06-18,80,62,71,1,63,67,0,6,416,1929,"{'RA', 'BR', 'TS', 'HZ'}",0.12,29.12,29.79,5.2,16,6.85
417,2009-06-19,87,65,76,6,67,69,0,11,416,1930,"{'RA', 'BR', 'TS'}",2.42,29.0,29.69,6.75,18,11.05
418,2009-06-20,87,68,78,8,65,70,0,13,416,1930,set(),0.0,29.1,29.75,8.3,28,8.6
419,2009-06-21,85,70,78,8,63,68,0,13,416,1930,{'RA'},0.01,29.15,29.81,3.05,8,3.7
420,2009-06-22,89,69,79,9,67,71,0,14,417,1931,"{'TS', 'RA'}",0.08,29.12,29.78,4.65,11,6.4
421,2009-06-23,93,73,83,13,68,73,0,18,417,1931,set(),0.0,29.19,29.86,2.3,13,4.0
422,2009-06-24,93,74,84,13,68,73,0,19,417,1931,"{'BR', 'TS', 'RA'}",0.41,29.18,29.86,2.0,22,5.05
423,2009-06-25,93,75,85,14,68,73,0,20,417,1931,set(),0.0,29.12,29.78,2.1,29,4.75
424,2009-06-26,86,70,78,7,60,67,0,13,418,1931,set(),0.0,29.14,29.84,6.4,4,8.1
425,2009-06-27,89,64,77,6,60,67,0,12,418,1931,"{'TS', 'RA'}",0.18,29.14,29.81,5.55,21,6.9
426,2009-06-28,83,67,75,4,53,62,0,10,419,1931,set(),0.0,29.04,29.72,13.65,29,14.1
427,2009-06-29,77,64,71,0,54,61,0,6,419,1931,set(),0.0,28.92,29.6,12.8,30,13.4
428,2009-06-30,67,60,64,-8,53,57,1,0,419,1931,set(),0.0,28.98,29.64,8.5,30,8.7
429,2009-07-01,65,57,61,-11,53,56,4,0,420,1931,"{'RA', 'DZ', 'BR'}",0.02,29.1,29.76,7.4,31,8.05
430,2009-07-02,73,59,66,-5,54,60,0,1,420,1931,set(),0.0,29.28,29.94,7.05,31,8.2
431,2009-07-03,79,62,71,-1,56,62,0,6,421,1931,set(),0.0,29.38,30.06,1.5,18,6.15
432,2009-07-04,69,61,65,-7,58,61,0,0,422,1930,"{'RA', 'BR', 'FU'}",0.16,29.28,29.98,2.6,13,4.25
433,2009-07-05,81,59,70,-1,58,63,0,5,422,1930,"{'RA', 'BR', 'HZ'}",0.04,29.22,29.91,0.5,35,2.5
434,2009-07-06,85,61,73,1,54,62,0,8,423,1930,set(),0.0,29.17,29.85,5.85,30,6.65
435,2009-07-07,76,62,69,-2,54,60,0,4,423,1930,{'RA'},0.0,29.21,29.88,5.9,7,7.25
436,2009-07-08,66,61,64,-9,55,59,1,0,424,1929,{'RA'},0.12,29.31,29.98,6.9,7,7.2
437,2009-07-09,79,61,70,-2,57,63,0,5,425,1929,set(),0.0,29.38,30.06,6.15,10,7.1
438,2009-07-10,83,65,74,1,64,67,0,9,425,1929,"{'RA', 'BR', 'HZ'}",0.1,29.38,30.05,4.0,21,4.75
439,2009-07-11,85,65,75,2,59,66,0,10,426,1928,"{'RA', 'BR', 'TS', 'HZ'}",0.68,29.36,30.03,5.35,30,7.3
440,2009-07-12,82,59,70,-2,50,60,0,5,427,1928,set(),0.0,29.38,30.06,2.4,31,5.45
441,2009-07-13,78,63,71,-2,47,58,0,6,428,1927,set(),0.0,29.38,30.06,5.3,7,6.6
442,2009-07-14,80,57,69,-3,50,59,0,4,428,1927,set(),0.0,29.38,30.06,7.1,16,7.6
443,2009-07-15,85,66,76,2,62,67,0,11,429,1926,"{'BR', 'TS', 'RA'}",0.5,29.2,29.89,10.0,24,13.1
444,2009-07-16,81,64,73,-1,56,62,0,8,430,1925,set(),0.09,29.2,29.88,9.75,28,10.55
445,2009-07-17,70,57,64,-10,51,56,1,0,431,1925,{'RA'},0.0,29.18,29.86,10.35,29,10.6
446,2009-07-18,72,57,65,-8,52,57,0,0,432,1924,set(),0.0,29.34,30.01,7.35,31,7.65
447,2009-07-19,72,58,65,-8,52,58,0,1,433,1923,set(),0.0,29.42,30.1,1.35,20,4.3
448,2009-07-20,76,57,67,-7,55,60,0,2,433,1923,set(),0.0,29.39,30.08,5.65,9,6.0
449,2009-07-21,81,61,71,-3,56,62,0,6,434,1922,"{'RA', 'DZ'}",0.02,29.3,30.0,4.0,13,6.05
