,date,tmax,tmin,tavg,depart,dewpoint,wetbulb,heat,cool,sunrise,sunset,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed,MI,DZ,FU,FG,BC,FG+,TS,SN,HZ,SQ,BR,RA,GR,VC,rel_humid,tavg_change,tavg_lag5,tavg_lag14,tavg_lag28,rel_humid_lag5,rel_humid_lag14,rel_humid_lag28,avgspeed_lag5,avgspeed_lag14,avgspeed_lag28,preciptotal_lag5,preciptotal_lag14,preciptotal_lag28
225,2008-06-11,86,63,75,8,55,64,0,10,416,1926,0.0,29.31,29.98,9.15,18,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.86489371265375,8.0,73.2,70.07142857142857,62.5,76.13567946579498,68.79786833193022,50.305293227415525,10.620000000000001,9.839285714285714,10.032142857142857,0.31,0.22357142857142856,0.1275
226,2008-06-12,91,73,82,14,63,69,0,17,416,1927,0.0,29.23,29.9,15.45,18,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.57126642511022,6.0,74.2,71.92857142857143,63.642857142857146,71.49349048025452,71.85657898009106,51.58950230259513,11.2,10.675,10.307142857142859,0.292,0.22071428571428572,0.1275
227,2008-06-13,82,65,74,6,62,66,0,9,416,1927,0.29,29.24,29.92,9.25,22,10.35,0,0,0,0,0,0,1,0,0,0,1,1,0,0,73.30358314739468,-6.0,74.0,72.42857142857143,64.25,69.1569457461998,71.4852789484076,52.87460609904194,10.9,10.660714285714286,10.351785714285715,0.096,0.21642857142857144,0.13785714285714287
228,2008-06-14,84,60,72,4,52,61,0,7,416,1928,0.0,29.26,29.93,8.5,24,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2364360155656,-5.0,74.4,72.64285714285714,64.60714285714286,62.54203657760655,70.44973840756882,53.617175588837874,11.059999999999999,10.442857142857141,10.160714285714286,0.06,0.21642857142857144,0.13107142857142856
229,2008-06-15,81,60,71,3,60,64,0,6,416,1928,0.24,29.19,29.84,8.25,24,9.75,0,0,0,0,0,0,1,0,0,0,1,1,0,0,73.53003809478743,-4.0,74.8,73.14285714285714,65.35714285714286,63.90124347910235,72.44937344489654,54.81916858800791,11.01,10.735714285714284,10.221428571428572,0.10600000000000001,0.23357142857142857,0.13964285714285715
230,2008-06-16,73,59,66,-2,49,57,0,1,416,1929,0.0,29.22,29.9,10.75,31,11.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.913810960507945,-4.0,73.0,72.71428571428571,65.92857142857143,63.111026928673176,72.42632879810671,56.466942265562636,11.239999999999998,11.171428571428573,10.414285714285715,0.10600000000000001,0.23357142857142857,0.1392857142857143
231,2008-06-17,76,55,66,-3,46,55,0,1,416,1929,0.0,29.29,29.96,10.45,30,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.04329157877053,-3.0,69.8,72.85714285714286,66.25,58.80543195940523,70.04870933294963,57.25685889499902,10.3,11.389285714285716,10.505357142857145,0.10600000000000001,0.18214285714285713,0.1392857142857143
232,2008-06-18,76,57,67,-3,48,56,0,2,416,1929,0.0,29.24,29.92,4.9,4,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.674324141354894,-8.0,68.4,72.85714285714286,66.71428571428571,53.67958015819728,67.6518474395442,58.283052432739666,9.709999999999999,11.578571428571427,10.448214285714286,0.048,0.1807142857142857,0.1392857142857143
233,2008-06-19,80,53,67,-2,46,56,0,2,416,1930,0.0,29.24,29.92,1.65,19,5.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.90415741034593,-15.0,67.4,72.21428571428571,67.25,51.61312443715335,64.69989728581244,58.67357007638483,8.95,10.960714285714285,10.260714285714286,0.048,0.15,0.1392857142857143
234,2008-06-20,82,59,71,1,52,59,0,6,416,1930,0.06,29.28,29.96,6.6,22,7.55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,53.46114278439725,-3.0,67.4,71.57142857142857,67.89285714285714,47.599345375075316,63.02260342051495,59.354030340060326,8.510000000000002,10.035714285714286,10.144642857142857,0.012,0.15285714285714286,0.14142857142857143
235,2008-06-21,82,61,72,2,52,61,0,7,416,1930,0.01,29.26,29.94,6.35,29,7.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.2364360155656,0.0,68.6,71.21428571428571,68.5,47.66387038608684,60.48361946785446,60.092601611368416,7.710000000000001,9.646428571428572,10.125,0.013999999999999999,0.1471428571428571,0.14178571428571426
236,2008-06-22,81,59,70,0,52,59,0,5,417,1931,0.09,29.2,29.88,2.2,32,4.75,0,0,0,0,0,0,1,0,0,0,0,1,0,0,54.75030780422002,-1.0,69.4,70.85714285714286,68.75,50.005273631176735,58.32390525260816,60.027708564175555,6.460000000000001,9.139285714285714,9.860714285714284,0.031999999999999994,0.06285714285714286,0.145
237,2008-06-23,76,56,67,-3,54,59,0,2,417,1931,0.0,29.35,30.04,3.85,3,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.67649285300797,1.0,69.4,70.64285714285714,68.78571428571429,53.405707373507354,56.85001318078503,59.3576340237673,6.26,9.007142857142856,9.664285714285715,0.031999999999999994,0.049999999999999996,0.13642857142857143
238,2008-06-24,82,56,69,-1,52,60,0,4,417,1931,0.0,29.46,30.14,4.7,18,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.10915741970891,3.0,69.8,70.64285714285714,69.57142857142857,56.24670737537995,56.09109559738505,60.627319721821884,6.33,8.692857142857141,9.20892857142857,0.031999999999999994,0.04928571428571429,0.13642857142857143
239,2008-06-25,79,66,73,2,64,67,0,8,417,1931,0.1,29.31,29.98,7.75,21,8.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,79.5786820960077,6.0,70.2,70.5,70.28571428571429,61.47021523770204,57.78493762476747,63.29140297834885,6.6,8.6,9.219642857142857,0.04,0.05642857142857143,0.13999999999999999
240,2008-06-26,86,70,78,7,66,70,0,13,418,1931,0.0,29.18,29.85,6.55,25,7.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75.83644314374015,11.0,71.4,70.21428571428571,71.07142857142857,66.19021666333694,58.58959310466962,65.22308604238034,6.640000000000001,8.017857142857142,9.346428571428572,0.038,0.05642857142857143,0.13857142857142857
241,2008-06-27,84,67,76,5,67,70,0,11,418,1931,0.01,29.08,29.75,7.5,21,8.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,81.09457189281486,5.0,72.6,70.35714285714286,71.39285714285714,71.45906948105592,59.14609230077105,65.31568562458934,7.340000000000001,7.867857142857143,9.264285714285716,0.022,0.03642857142857143,0.12642857142857142
242,2008-06-28,83,65,74,3,55,63,0,9,419,1931,0.02,29.02,29.68,12.7,25,13.85,0,0,0,0,0,0,1,0,1,0,0,1,0,0,57.07335495623583,2.0,74.0,70.5,71.57142857142857,69.9384419017015,59.491586510818934,64.97066245919387,8.83,8.210714285714285,9.326785714285714,0.026000000000000002,0.03785714285714286,0.12714285714285714
243,2008-06-29,76,60,68,-2,58,61,0,3,419,1931,0.4,29.1,29.76,7.6,30,9.9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,73.81603919318532,-2.0,73.8,70.28571428571429,71.71428571428571,73.47981825639678,59.5120151607045,65.98069430280052,9.690000000000001,8.221428571428572,9.47857142857143,0.10600000000000001,0.04928571428571428,0.14142857142857143
244,2008-06-30,80,59,70,-2,49,58,0,5,419,1931,0.0,29.31,29.97,5.75,34,9.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.85210685108771,3.0,73.2,70.57142857142857,71.64285714285714,66.93450320741276,59.15046486717448,65.78839683264059,9.78,8.07857142857143,9.625,0.08600000000000001,0.04928571428571428,0.14142857142857143
245,2008-07-01,83,57,71,-1,50,60,0,6,420,1931,0.0,29.27,29.96,8.15,23,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.331207813617844,2.0,71.8,70.92857142857143,71.89285714285714,61.43345614138832,59.52817316966357,64.7884412513066,9.9,7.875,9.632142857142858,0.08600000000000001,0.04928571428571428,0.11571428571428573
246,2008-07-02,88,63,75,3,62,66,0,10,420,1931,0.16,29.12,29.78,8.05,23,12.45,0,0,0,0,0,0,1,0,0,0,1,1,0,0,71.75146588852228,2.0,71.6,71.5,72.17857142857143,59.56483494052979,61.24796900874695,64.44990822414557,10.74,8.235714285714286,9.907142857142858,0.11600000000000002,0.060714285714285714,0.12071428571428573
247,2008-07-03,71,57,64,-8,51,57,1,0,421,1931,0.01,29.36,30.02,12.45,3,12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.105118348500476,-14.0,69.6,71.28571428571429,71.75,60.37118761898272,62.61946621861514,63.659681752213785,10.52,8.77142857142857,9.866071428571429,0.11400000000000002,0.06142857142857143,0.10571428571428572
248,2008-07-04,75,55,65,-6,50,57,0,1,422,1930,0.0,29.38,30.06,6.25,5,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.383487115391674,-11.0,69.0,70.85714285714286,71.21428571428571,56.884677203424,62.828205099400456,62.9254042599577,9.95,8.735714285714286,9.385714285714286,0.034,0.05714285714285715,0.105
249,2008-07-05,79,55,67,-4,52,59,0,2,422,1930,0.0,29.34,30.02,4.65,8,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.059802299056216,-7.0,68.4,70.5,70.85714285714286,59.326216293017694,63.31558840536406,61.89960393660926,9.35,8.664285714285715,9.155357142857143,0.034,0.05642857142857143,0.10178571428571428
250,2008-07-06,87,61,74,2,57,65,0,9,423,1930,0.0,29.24,29.93,8.8,19,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.76184367673729,6.0,69.0,70.78571428571429,70.82142857142857,62.012343465641585,63.81641239625815,61.070158824433165,9.55,8.97857142857143,9.058928571428572,0.034,0.049999999999999996,0.05642857142857143
251,2008-07-07,87,72,80,8,67,71,0,15,423,1930,0.07,29.18,29.86,10.85,21,11.65,0,0,0,0,0,0,1,0,0,0,0,1,0,0,74.96781278400485,10.0,70.0,71.71428571428571,71.17857142857143,62.65561284473811,64.55150667704365,60.70075992891434,9.39,9.353571428571428,9.180357142857144,0.016,0.055,0.0525
252,2008-07-08,85,58,72,-1,67,71,0,6,424,1929,0.16,29.13,29.8,7.6,25,8.7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,88.44668282338685,1.0,71.6,71.92857142857143,71.28571428571429,68.12392573971538,66.8613299201635,61.47621275877428,8.58,9.575000000000001,9.133928571428571,0.046,0.06642857142857142,0.057857142857142864
253,2008-07-09,85,67,76,3,55,63,0,11,425,1929,0.0,29.28,29.94,8.8,31,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.711362525598105,1.0,73.8,72.14285714285714,71.32142857142857,67.78950082175666,65.08509280799139,61.43501521637943,9.110000000000001,9.632142857142856,9.116071428571429,0.046,0.05928571428571429,0.057857142857142864
254,2008-07-10,83,64,73,0,62,66,0,8,425,1929,0.57,29.3,29.98,8.3,23,8.9,0,0,0,0,0,0,1,0,0,0,1,1,0,0,74.93141344328524,9.0,75.0,71.78571428571429,71.0,70.96382305060247,65.02044782938746,61.80502046702854,9.620000000000001,9.728571428571428,8.873214285714285,0.15999999999999998,0.09999999999999999,0.07821428571428571
255,2008-07-11,88,64,76,3,65,69,0,11,426,1928,0.18,29.26,29.96,4.45,19,7.95,0,0,0,0,0,0,1,0,0,0,1,1,0,0,76.7929325857348,11.0,75.4,71.78571428571429,71.07142857142857,73.97004083240196,64.71318787888175,61.92964008982641,9.38,9.707142857142857,8.7875,0.196,0.11214285714285713,0.07428571428571429
256,2008-07-12,82,65,74,1,63,66,0,9,427,1928,0.69,29.22,29.88,8.05,26,10.65,0,0,0,0,0,0,1,0,0,0,1,1,0,0,75.5816999170559,7.0,74.2,71.78571428571429,71.14285714285714,74.09281825901218,66.03521251894033,62.76339951487962,9.18,9.478571428571428,8.844642857142857,0.31999999999999995,0.15999999999999998,0.09892857142857141
257,2008-07-13,79,61,70,-2,53,61,0,5,428,1927,0.0,29.15,29.84,12.85,27,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.35954224831056,-4.0,73.8,71.92857142857143,71.10714285714286,67.87539014399692,64.85974845144928,62.185881806076885,10.06,9.707142857142857,8.964285714285714,0.288,0.13142857142857142,0.09035714285714283
258,2008-07-14,84,62,73,0,54,62,0,8,428,1927,0.0,29.25,29.91,3.2,29,7.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.92845731191425,-7.0,73.2,72.14285714285714,71.35714285714286,68.11880910126015,65.50805919865117,62.329262032912816,9.61,9.571428571428571,8.825,0.288,0.13142857142857142,0.09035714285714283
259,2008-07-15,90,64,77,3,62,68,0,12,429,1926,0.0,29.33,29.99,7.3,22,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.85418033862713,5.0,74.0,72.57142857142857,71.75,66.90336248032852,66.9739858075804,63.25107948862199,9.4,9.55,8.7125,0.174,0.13142857142857142,0.09035714285714283
260,2008-07-16,90,72,81,7,66,70,0,16,430,1925,0.0,29.42,30.08,5.1,22,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.64480572989918,5.0,75.0,73.0,72.25,65.8737371091614,66.96636722482161,64.10716811678428,9.27,9.182142857142859,8.70892857142857,0.13799999999999998,0.11999999999999998,0.09035714285714283
261,2008-07-17,89,72,81,7,66,71,0,16,431,1925,0.0,29.36,30.04,8.75,22,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.64480572989918,8.0,76.4,74.21428571428571,72.75,65.08635827173006,67.71920203777866,65.1693341281969,8.97,8.925,8.848214285714286,0.0,0.11928571428571426,0.09035714285714283
262,2008-07-18,88,73,81,7,67,71,0,16,432,1924,0.02,29.27,29.94,4.7,22,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73.59241788202708,5.0,78.6,75.35714285714286,73.10714285714286,68.33293339847336,68.94841137825262,65.88830823882654,7.709999999999999,8.907142857142857,8.821428571428573,0.004,0.12071428571428569,0.08892857142857143
263,2008-07-19,79,68,74,0,69,70,0,9,433,1923,1.42,29.22,29.9,1.55,28,5.85,0,0,0,0,0,0,1,0,0,0,1,1,0,1,89.04425388891282,0.0,78.8,75.85714285714286,73.17857142857143,74.95609271387306,71.09015792038524,67.20287316287465,7.389999999999999,8.87142857142857,8.767857142857142,0.288,0.22214285714285711,0.13928571428571426
264,2008-07-20,86,68,77,3,68,71,0,12,433,1923,0.58,29.22,29.9,5.3,26,6.35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,81.55460551884958,7.0,78.8,76.07142857142857,73.42857142857143,77.49617774991756,72.50392662339326,68.1601695098257,7.090000000000001,8.671428571428573,8.825,0.404,0.2635714285714285,0.15678571428571428
265,2008-07-21,83,69,76,2,65,68,0,11,434,1922,0.13,29.24,29.91,2.85,2,7.7,0,0,0,0,0,0,1,0,0,0,0,1,0,1,76.7929325857348,3.0,77.8,75.78571428571429,73.75,78.52580312108469,72.63429232351682,68.59289950028024,7.17,8.389285714285714,8.871428571428572,0.43,0.26785714285714285,0.16142857142857142
266,2008-07-22,76,64,70,-3,60,64,0,5,435,1921,0.03,29.34,29.99,8.4,3,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75.30314559083035,-7.0,75.6,75.64285714285714,73.78571428571429,79.25747109327094,71.69546823547707,69.2783990778203,7.140000000000001,8.410714285714286,8.992857142857142,0.43599999999999994,0.25857142857142856,0.1625
267,2008-07-23,81,60,71,-3,52,60,0,6,436,1920,0.0,29.42,30.09,7.95,19,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.46114278439725,-10.0,73.6,75.28571428571429,73.71428571428571,75.23121607374496,71.6061668253913,68.34562981669134,7.56,8.35357142857143,8.992857142857142,0.43199999999999994,0.25857142857142856,0.15892857142857145
268,2008-07-24,82,59,71,-3,52,61,0,6,437,1919,0.0,29.36,30.04,4.1,24,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.46114278439725,-10.0,73.0,75.14285714285714,73.46428571428571,68.11459385284185,70.07257606404215,67.5465119467148,7.3,8.042857142857143,8.885714285714286,0.148,0.21785714285714283,0.15892857142857145
269,2008-07-25,83,63,73,0,63,67,0,8,438,1918,0.0,29.3,29.98,6.15,22,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.26011965668177,-8.0,72.2,74.92857142857143,73.35714285714286,67.25569668040829,70.1059465691098,67.40956722399578,7.4799999999999995,7.992857142857142,8.85,0.032,0.205,0.15857142857142856
270,2008-07-26,84,66,75,1,58,65,0,10,439,1918,0.0,29.25,29.93,7.7,30,8.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,62.73352554937074,1.0,72.0,75.0,73.39285714285714,64.44381527313547,69.18821982856085,67.61171617375058,7.619999999999999,7.832142857142857,8.655357142857143,0.006,0.1557142857142857,0.15785714285714286
271,2008-07-27,83,62,73,-1,58,64,0,8,440,1917,0.0,29.19,29.88,5.9,24,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.51380771785382,-4.0,72.6,75.21428571428571,73.57142857142857,62.485947698540166,69.77066736209966,67.31520790677448,7.169999999999999,7.378571428571428,8.542857142857143,0.0,0.1557142857142857,0.14357142857142854
272,2008-07-28,84,68,76,2,63,67,0,11,441,1916,0.0,29.18,29.86,4.2,8,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.45373585684408,0.0,73.6,75.42857142857143,73.78571428571429,66.28446631302953,70.95104440102322,68.2295517998372,6.640000000000001,7.292857142857143,8.432142857142859,0.0,0.1557142857142857,0.14357142857142854
273,2008-07-29,88,67,78,4,67,70,0,13,442,1915,0.14,29.18,29.84,6.15,20,7.9,0,0,0,0,0,0,1,0,0,0,1,1,0,0,77.89800192300092,8.0,75.0,75.5,74.03571428571429,71.17183814075027,71.59703165704991,69.28550873231515,7.31,7.296428571428572,8.423214285714286,0.028000000000000004,0.1657142857142857,0.14857142857142855
274,2008-07-30,89,72,81,7,66,70,0,16,443,1914,0.0,29.07,29.74,8.3,27,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.64480572989918,10.0,76.6,75.5,74.25,70.04877535539374,71.59703165704991,69.28169944093575,7.69,7.428571428571429,8.305357142857142,0.028000000000000004,0.16571428571428573,0.14285714285714285
275,2008-07-31,89,71,80,6,68,71,0,15,444,1913,0.32,29.08,29.75,5.25,27,6.35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,76.94325689856198,9.0,77.6,75.42857142857143,74.82142857142857,72.890721625232,71.97549245481154,69.8473472462951,7.279999999999999,7.228571428571429,8.076785714285714,0.092,0.18857142857142858,0.15392857142857141
276,2008-08-01,89,70,80,7,68,72,0,15,445,1911,0.52,29.12,29.78,2.5,18,4.65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76.94325689856198,7.0,79.0,75.35714285714286,75.35714285714286,75.17661146137362,72.21483809884975,70.58162473855118,6.859999999999999,7.075,7.991071428571429,0.196,0.22428571428571428,0.17250000000000001
277,2008-08-02,80,66,73,0,59,65,0,8,446,1910,0.0,29.26,29.92,8.5,3,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.88376207186565,-2.0,78.4,75.28571428571429,75.57142857142857,74.26261670437795,70.70337439763209,70.89676615900866,7.45,7.314285714285715,8.092857142857143,0.196,0.12285714285714286,0.17250000000000001
278,2008-08-03,84,62,73,0,61,66,0,8,447,1909,0.0,29.27,29.95,5.25,18,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.59249674094495,0.0,77.4,75.0,75.53571428571429,73.20151566796675,70.06322377063891,71.28357519701608,7.12,7.307142857142857,7.989285714285714,0.16799999999999998,0.08142857142857143,0.17250000000000001
279,2008-08-04,87,69,79,6,68,70,0,14,448,1908,1.51,29.21,29.9,3.0,18,9.05,0,0,0,0,0,0,1,0,1,0,1,1,0,1,78.41496390503673,3.0,77.0,75.21428571428571,75.5,74.55554730299426,70.17908315058905,71.40668773705293,7.1,7.403571428571428,7.896428571428571,0.47000000000000003,0.18,0.22392857142857142
280,2008-08-05,87,70,79,6,68,71,0,14,449,1907,0.04,29.27,29.92,4.55,31,6.85,0,0,0,0,0,0,0,0,1,0,1,0,0,0,78.41496390503673,1.0,76.8,75.85714285714286,75.75,74.84988870428921,70.40135588731808,71.04841206139757,7.2,7.25,7.830357142857143,0.414,0.18071428571428574,0.21964285714285717
281,2008-08-06,84,67,76,3,60,66,0,11,450,1906,0.0,29.32,29.99,6.1,29,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.87343754369287,-5.0,76.0,76.21428571428571,75.75,72.63592483331539,71.28794837012491,71.4470575977581,7.7700000000000005,7.15,7.751785714285714,0.30999999999999994,0.18071428571428574,0.21964285714285717
282,2008-08-07,81,63,72,0,56,63,0,7,451,1904,0.0,29.28,29.97,7.45,34,9.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.12794254555127,-8.0,75.8,76.28571428571429,75.71428571428571,71.48476092805251,71.90700549592162,70.98979077998189,7.779999999999999,7.485714285714287,7.764285714285713,0.30999999999999994,0.18071428571428574,0.1992857142857143
283,2008-08-08,78,63,71,-2,54,61,0,6,452,1903,0.0,29.32,30.0,4.0,1,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.54539102078845,-9.0,75.4,76.14285714285714,75.53571428571429,68.6753397840212,70.57023916478639,70.33809286694809,7.94,7.471428571428572,7.732142857142857,0.30999999999999994,0.18071428571428574,0.19285714285714287
284,2008-08-09,79,61,70,-2,58,62,0,5,453,1902,0.01,29.22,29.92,3.2,29,9.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70.23297087225276,-3.0,73.6,75.78571428571429,75.39285714285714,67.03894117746442,71.10591383070653,70.14706682963369,7.99,7.535714285714286,7.683928571428571,0.009999999999999957,0.18142857142857144,0.16857142857142857
285,2008-08-10,74,59,67,-6,52,58,0,2,454,1900,0.0,29.34,30.01,9.3,2,9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.059802299056216,-6.0,71.2,75.35714285714286,75.28571428571429,63.16790885626831,70.64491344364956,70.20779040287461,8.51,7.728571428571429,7.553571428571429,0.001999999999999956,0.18142857142857144,0.16857142857142857
286,2008-08-11,76,59,68,-5,57,61,0,3,455,1859,0.0,29.33,30.02,3.7,5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1339408147919,-11.0,69.6,74.78571428571429,75.10714285714286,64.22000951048813,70.55064236921726,70.75084338512023,8.25,7.7250000000000005,7.508928571428571,0.001999999999999956,0.18142857142857144,0.16857142857142857
287,2008-08-12,77,61,69,-3,57,62,0,4,456,1858,0.0,29.2,29.9,3.3,10,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.36084135624101,-10.0,69.0,74.14285714285714,74.82142857142857,65.66658927262607,69.94084518587727,70.76893842146359,7.18,7.439285714285714,7.367857142857142,0.001999999999999956,0.17142857142857143,0.16857142857142857
288,2008-08-13,78,66,72,0,59,63,0,7,457,1856,0.03,29.14,29.83,3.05,7,4.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69.43222354340072,-4.0,69.2,73.5,74.5,67.84395577714852,69.78280360112737,70.68991762908864,6.75,7.135714285714286,7.2821428571428575,0.007999999999999955,0.17357142857142857,0.16964285714285715
289,2008-08-14,78,64,71,0,60,64,0,6,458,1855,0.0,29.26,29.92,7.5,3,8.15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,73.53003809478743,-1.0,69.4,72.85714285714286,74.14285714285714,68.50336922165545,69.53900225800062,70.75724735640608,6.5200000000000005,7.264285714285713,7.246428571428572,0.005999999999999955,0.15071428571428575,0.16964285714285715
290,2008-08-15,78,61,70,-2,54,61,0,5,459,1854,0.0,29.46,30.12,7.2,3,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.95715789004951,-1.0,70.0,72.14285714285714,73.75,68.68284033985411,68.32570947167831,70.27027378526402,6.33,7.539285714285714,7.307142857142857,0.005999999999999955,0.11357142857142857,0.16892857142857146
291,2008-08-16,82,58,71,-1,53,61,0,6,500,1852,0.0,29.43,30.12,5.6,29,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.008939514094166,1.0,70.6,72.0,73.64285714285714,65.65784007971457,67.4775078604089,69.0904411290205,6.380000000000001,7.3428571428571425,7.328571428571428,0.005999999999999955,0.11357142857142857,0.11821428571428572
292,2008-08-17,84,63,74,2,59,65,0,9,501,1851,0.0,29.31,30.01,8.2,25,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.4090368608799,7.0,71.6,72.07142857142857,73.53571428571429,65.06747918064234,67.03583215468997,68.54952796266444,7.279999999999999,7.496428571428572,7.401785714285714,0.005999999999999955,0.11357142857142857,0.0975
293,2008-08-18,85,65,75,3,57,64,0,10,502,1849,0.0,29.3,29.98,6.9,26,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.4541091923576,7.0,72.2,71.78571428571429,73.5,63.27185631043371,65.75291396092717,67.9659985557581,7.74,7.364285714285715,7.383928571428571,0.0,0.005714285714285714,0.09285714285714285
294,2008-08-19,83,64,74,3,64,67,0,9,503,1848,0.0,29.4,30.06,5.4,4,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.84989327873849,5.0,72.8,71.42857142857143,73.64285714285714,64.13582734722392,65.71255177333445,68.05695383032626,7.38,7.328571428571428,7.289285714285714,0.0,0.002857142857142857,0.09178571428571428
295,2008-08-20,81,66,73,2,59,65,0,8,504,1846,0.0,29.43,30.11,6.65,9,7.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.88376207186565,1.0,73.4,71.21428571428571,73.71428571428571,65.72114818358716,65.85614638248964,68.57204737630727,7.19,7.332142857142856,7.241071428571429,0.0,0.002857142857142857,0.09178571428571428
296,2008-08-21,82,68,75,4,60,66,0,10,505,1845,0.01,29.34,30.02,6.5,14,8.05,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67.26230927156584,4.0,74.2,71.42857142857143,73.85714285714286,67.9718221350815,66.22288686291925,69.06494617942045,7.51,7.246428571428571,7.366071428571429,0.001999999999999956,0.0035714285714285718,0.09214285714285715
297,2008-08-22,83,73,79,8,68,71,0,14,506,1843,0.05,29.36,30.02,11.9,19,12.15,0,0,0,0,0,0,1,0,1,0,1,1,0,0,78.41496390503673,9.0,75.2,72.0,74.07142857142857,70.37300754391285,67.64214206893699,69.10619061686168,8.26,7.610714285714286,7.541071428571428,0.011999999999999957,0.0071428571428571435,0.09392857142857143
298,2008-08-23,88,68,79,8,67,70,0,14,508,1842,0.0,29.34,30.01,7.95,24,9.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,76.40173512861995,8.0,76.0,72.64285714285714,74.21428571428571,73.56253273116533,68.08276808724894,69.59434095897772,8.719999999999999,7.625,7.580357142857143,0.011999999999999957,0.006428571428571429,0.09392857142857143
299,2008-08-24,77,64,71,0,57,62,0,6,509,1840,0.0,29.36,30.04,8.2,3,9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.08742697122403,-3.0,75.4,72.92857142857143,74.14285714285714,71.21003946966245,68.58474127811806,69.61482736088381,9.42,7.653571428571428,7.691071428571429,0.011999999999999957,0.006428571428571429,0.09392857142857143
300,2008-08-25,74,65,69,0,55,60,0,4,510,1839,0.0,29.38,30.07,11.9,5,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.09549461488858,-6.0,74.6,73.0,73.89285714285714,70.45238597826703,68.08199512098211,69.31631874509968,10.36,8.085714285714285,7.905357142857143,0.011999999999999957,0.006428571428571429,0.09392857142857143
